,survived,pclass,sex,age,FamilySize,isAlone,embarked_C,embarked_Q,embarked_S,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,fare_log,sibsp_sqrt,parch_sqrt
871,1,1,0,47.0,3,0,False,False,True,False,False,False,True,False,False,False,3.9806942251907276,1.0,1.0
872,0,1,1,33.0,1,1,False,False,True,False,True,False,False,False,False,False,1.791759469228055,0.0,0.0
873,0,3,1,47.0,1,1,False,False,True,False,False,False,False,True,False,False,2.302585092994046,0.0,0.0
874,1,2,0,28.0,2,0,True,False,False,False,False,False,True,False,False,False,3.2188758248682006,1.0,0.0
875,1,3,0,15.0,1,1,True,False,False,False,False,False,False,False,False,True,2.1071782966514356,0.0,0.0
876,0,3,1,20.0,1,1,False,False,True,False,False,False,False,False,False,True,2.3837779082709782,0.0,0.0
879,1,1,0,56.0,2,0,True,False,False,False,False,True,False,False,False,False,4.306742249663978,0.0,1.0
880,1,2,0,25.0,2,0,False,False,True,False,False,False,False,True,False,False,3.295836866004329,0.0,1.0
881,0,3,1,33.0,1,1,False,False,True,False,False,False,False,True,False,False,2.1855792552411137,0.0,0.0
882,0,3,0,22.0,1,1,False,False,True,False,False,False,False,False,False,True,2.4437981558973862,0.0,0.0
883,0,2,1,28.0,1,1,False,False,True,False,False,False,True,False,False,False,2.4423470353692043,0.0,0.0
885,0,3,0,39.0,6,0,False,True,False,False,False,False,False,True,False,False,3.405355391810819,0.0,1.5811388300841898
887,1,1,0,19.0,1,1,False,False,True,False,True,False,False,False,False,False,3.4339872044851463,0.0,0.0
888,0,3,0,29.869351032448375,4,0,False,False,True,False,False,False,False,False,True,False,3.196630215920881,1.0,1.4142135623730951
889,1,1,1,26.0,1,1,True,False,False,False,False,True,False,False,False,False,3.4339872044851463,0.0,0.0
890,0,3,1,32.0,1,1,False,True,False,False,False,False,False,True,False,False,2.169053700369523,0.0,0.0
